rel	query_id	entity	inlink	outlink	pg_count
0	QALD2_te-40	Progress_M-63	23	4	1766
0	QALD2_te-40	FallCon	17	3	1241
0	QALD2_te-40	Katowice_Trade_Hall_roof_collapse	53	17	5848
0	QALD2_te-40	Progress_M-61	20	5	1791
0	QALD2_te-40	UTC+08:00	52	1979	96663
0	QALD2_te-40	Progress_M-56	20	5	1321
0	QALD2_te-40	Chevrolet_Colorado	107	130	157242
0	QALD2_te-40	Progress_M-1	21	6	823
0	QALD2_te-40	Chevrolet_Silverado	174	385	407191
0	QALD2_te-40	Progress_M-44	19	6	1340
0	QALD2_te-40	2015_COSAFA_Cup	92	13	8355
0	QALD2_te-40	Progress_M1-6	20	7	1359
0	QALD2_te-40	Progress_M1-3	24	6	2184
0	QALD2_te-40	Progress_M1-7	23	9	1370
0	QALD2_te-40	Progress_M-58	20	6	1582
0	QALD2_te-40	Fort_Wayne_Assembly	12	7	5098
0	QALD2_te-40	Progress_M-13	22	4	862
0	QALD2_te-40	GMT_Records	14	5	775
0	QALD2_te-40	Progress_M-55	20	6	1180
0	QALD2_te-40	Riverhead_Raceway	31	20	3633
0	QALD2_te-40	Flint_Truck_Assembly	34	47	6694
0	QALD2_te-40	Progress_M1-9	21	8	1302
0	QALD2_te-40	Mpanda	9	35	3400
0	QALD2_te-40	United_Nations_Security_Council_Resolution_234	13	4	764
0	QALD2_te-40	Aitit	5	1	605
0	QALD2_te-40	Progress_M-65	27	5	1319
0	QALD2_te-40	Progress_M-SO1	19	8	1775
0	QALD2_te-40	Progress_M-62	20	5	2031
0	QALD2_te-40	Cascades_Region	12	213	2105
0	QALD2_te-40	Time_in_Indonesia	89	741	26509
0	QALD2_te-40	Anglo-French_Conference_on_Time-keeping_at_Sea	15	3	1105
0	QALD2_te-40	Progress_M-48	20	7	1374
0	QALD2_te-40	Assassination_of_Ivo_Pukanić	77	11	934
0	QALD2_te-40	Progress_M-46	20	6	1397
0	QALD2_te-40	Chevrolet_S-10	107	141	175808
0	QALD2_te-40	Time_in_Malaysia	48	390	16436
0	QALD2_te-40	Baku_Stock_Exchange	29	12	2987
0	QALD2_te-40	Kyon_Department	8	3	299
0	QALD2_te-40	Universal_Time	63	299	111513
0	QALD2_te-40	GMT_K2XX	40	9	14007
0	QALD2_te-40	Eutelsat_36B	27	10	1859
0	QALD2_te-40	Progress_M1-11	24	7	1451
0	QALD2_te-40	Giant_Magellan_Telescope	42	41	39139
0	QALD2_te-40	UTC−05:00	85	1705	73368
0	QALD2_te-40	Progress_M-53	22	7	1588
0	QALD2_te-40	Irwindale_Event_Center	37	118	5100
0	QALD2_te-40	Progress_M-64	25	4	1375
0	QALD2_te-40	Progress_M-12	21	6	758
0	QALD2_te-40	Progress_M-60	20	5	2471
0	QALD2_te-40	Ad_Astra_Games	15	10	2146
0	QALD2_te-40	Progress_M-49	21	6	1324
0	QALD2_te-40	Nautical_time	26	19	13205
0	QALD2_te-40	List_of_games_based_on_Conan_the_Barbarian	47	5	11437
0	QALD2_te-40	Grayrigg_derailment	96	42	19122
0	QALD2_te-40	Menoume_Ellada	57	4	834
0	QALD2_te-40	Mogtédo_Department	13	9	103
0	QALD2_te-40	Commercial_Utility_Cargo_Vehicle	66	50	48185
0	QALD2_te-40	Progress_M-50	20	6	1279
0	QALD2_te-40	Time_in_Algeria	9	0	582
0	QALD2_te-40	Progress_M-3	22	4	858
0	QALD2_te-40	Gaming_convention	42	107	13589
0	QALD2_te-40	Progress_M-11	22	5	663
0	QALD2_te-40	Progress_M-6	21	3	700
0	QALD2_te-40	Coordinated_Universal_Time	113	5638	972990
0	QALD2_te-40	Caraway_Speedway	21	23	2681
0	QALD2_te-40	Progress_M-52	21	7	1421
0	QALD2_te-40	Progress_M-8	23	3	601
0	QALD2_te-40	Progress_M1-10	19	5	1393
0	QALD2_te-40	Progress_M1-8	19	6	1279
0	QALD2_te-40	Lahan,_Nepal	10	16	2218
0	QALD2_te-40	Hushe	15	10	1919
0	QALD2_te-40	Progress_M1-2	23	8	871
0	QALD2_te-40	Progress_M-47	20	6	1515
0	QALD2_te-40	Progress_M-2	24	4	797
0	QALD2_te-40	Evarts-class_destroyer_escort	36	59	8631
0	QALD2_te-41	CJ_Entus	52	11	6377
0	QALD2_te-41	Immersive_Education	10	4	3699
0	QALD2_te-41	Inside_Films	10	0	822
0	QALD2_te-41	CHS_Electronics	37	3	2101
0	QALD2_te-41	Gary_Kildall	133	71	73844
0	QALD2_te-41	Portland_Incubator_Experiment	45	4	1353
0	QALD2_te-41	Kryptiq	30	5	1905
0	QALD2_te-41	Santa_Clara,_California	190	1435	263308
0	QALD2_te-41	NBASE-T	14	2	15524
0	QALD2_te-41	Softwin	36	5	3164
0	QALD2_te-41	Zeos	61	16	5287
0	QALD2_te-41	Compaq	114	503	166138
0	QALD2_te-41	Musikvergnuegen	14	9	2834
0	QALD2_te-41	Cyrix	76	78	38397
0	QALD2_te-41	AdNear	43	1	2394
0	QALD2_te-41	Lucid_Inc.	60	22	4569
0	QALD2_te-41	UPC_Cablecom	41	119	11278
0	QALD2_te-41	Burroughs_large_systems	118	95	24296
0	QALD2_te-41	Electronic_Sports_League	49	54	60362
0	QALD2_te-41	Yew_Kam_Keong	25	3	659
0	QALD2_te-41	AVnu_Alliance	36	5	3130
0	QALD2_te-41	Sunil_Gaitonde	25	2	1993
0	QALD2_te-41	Microway	8	2	1053
0	QALD2_te-41	Alexei_Shulgin	20	13	4552
0	QALD2_te-41	Commodore_USA	36	6	11873
0	QALD2_te-41	Tessera_Technologies	22	6	6056
0	QALD2_te-41	TV_Genius	54	9	6374
0	QALD2_te-41	Wilocity	21	6	3488
0	QALD2_te-41	MOTO_Development_Group	42	2	1268
0	QALD2_te-41	Leslie_L._Vadász	35	12	2894
0	QALD2_te-41	VOSS_Solutions	44	4	1948
0	QALD2_te-41	NaviSite	55	11	9562
0	QALD2_te-41	10_Gigabit_Ethernet_Alliance	39	5	1124
0	QALD2_te-41	Impinj	32	11	6076
0	QALD2_te-41	Defense_Intel_Alumni_Association	7	1	512
0	QALD2_te-41	TimeSys	23	5	2637
0	QALD2_te-41	Jesse_Thomas_(graphic_designer)	46	6	1465
0	QALD2_te-41	Art._Lebedev_Studio	32	18	2894
0	QALD2_te-41	Entrepreneurship_Cell,_IIT_Kharagpur	59	4	3649
0	QALD2_te-41	Glenford_Myers	45	8	3665
0	QALD2_te-41	3D_Robotics	30	5	20643
0	QALD2_te-41	Jeff_Hawkins	66	42	30094
0	QALD2_te-41	Chips_and_Technologies	65	32	9741
0	QALD2_te-41	Packet_One_Networks	31	17	11561
0	QALD2_te-41	Cloud9_(esports)	70	50	94192
0	QALD2_te-41	Do_Something	64	124	27775
0	QALD2_te-41	Hayfield_Secondary_School	40	28	4726
0	QALD2_te-41	Shell_Pakistan	29	10	8728
0	QALD2_te-41	SolarLEAP	22	1	488
0	QALD2_te-41	Crosswalk_Project	31	2	3829
0	QALD2_te-41	Exponential_Technology	25	7	3286
0	QALD2_te-41	Amstrad	105	160	77397
0	QALD2_te-41	Dave_Allen_(English_musician)	31	44	4707
0	QALD2_te-41	Steve_Berman_(lawyer)	50	8	5462
0	QALD2_te-41	Yatra_(company)	30	10	20549
0	QALD2_te-41	Avram_Miller	48	3	1445
0	QALD2_te-41	National_Center_for_Women_&_Information_Technology	41	12	750
0	QALD2_te-41	L.F._Rothschild	36	25	68186
0	QALD2_te-41	Team_SoloMid	57	33	199667
0	QALD2_te-41	GammaLink	11	4	1655
0	QALD2_te-41	Catcha_Group	26	6	6667
0	QALD2_te-41	Evan_Williams_(Internet_entrepreneur)	56	56	122453
0	QALD2_te-41	NetHope	89	13	3163
0	QALD2_te-41	Digital_Communications_Associates	19	8	1151
0	QALD2_te-41	Platform_Computing	39	11	6597
0	QALD2_te-41	TeleVideo	29	20	3222
0	QALD2_te-41	Appian_Technology	15	3	3067
0	QALD2_te-41	Intel_Play	13	1	8379
0	QALD2_te-41	INJAZ_Al-Arab	46	2	1975
0	QALD2_te-41	LGD_Gaming	32	9	16667
0	QALD2_te-41	CMSE_(company)	6	1	370
0	QALD2_te-41	Zango_(company)	79	26	9227
0	QALD2_te-41	The_Inquirer	20	68	11951
0	QALD2_te-41	Electro_Scientific_Industries	52	13	6918
0	QALD2_te-41	Helix_Software_Company	31	15	1661
0	QALD2_te-41	Free_Standards_Group	48	16	4146
0	QALD2_te-41	GamePC_Consortium	17	2	575
0	QALD2_te-41	Atmel	109	142	77579
0	QALD2_te-41	Achronix	21	5	7877
0	QALD2_te-41	MicroSystems_International	19	8	1670
0	QALD2_te-41	Intel_Ct	11	6	2582
0	QALD2_te-41	Sinai_Academy	17	2	668
0	QALD2_te-41	The_Cybersmile_Foundation	33	2	1644
0	QALD2_te-41	Metaflow_Technologies	21	2	1244
2	QALD2_te-41	Robert_Noyce	90	115	121873
0	QALD2_te-41	3dfx_Interactive	126	171	71150
0	QALD2_te-41	Klipfolio_Dashboard	40	14	5299
0	QALD2_te-41	Sentrigo	27	1	2178
0	QALD2_te-41	Al_Ries	44	16	12197
0	QALD2_te-41	National_Taichung_First_Senior_High_School	35	13	1105
2	QALD2_te-41	Intel	396	3412	773740
0	QALD2_te-41	GENIVI_Alliance	78	16	11364
0	QALD2_te-41	Brian_Silverman	31	6	1950
0	QALD2_te-41	Motricity	32	9	6675
0	QALD2_te-41	Réseau_AGIR	37	14	502
0	QALD2_te-41	Amateur_Computer_Club	11	1	557
0	QALD2_te-41	Allen_B._DuMont	88	61	8498
0	QALD2_te-41	Synapse_Product_Development	46	2	4695
0	QALD2_te-41	Imagineering_Australia	33	5	1446
0	QALD2_te-41	Clinkle	44	4	25971
2	QALD2_te-43	King_Shepherd	13	7	51195
0	QALD2_te-43	English_Shepherd	36	16	41993
0	QALD2_te-43	Canine_degenerative_myelopathy	31	12	41820
0	QALD2_te-43	The_Intelligence_of_Dogs	150	43	286957
0	QALD2_te-43	Gaddi_Kutta	49	5	23760
0	QALD2_te-43	Affenpinscher	35	27	57222
0	QALD2_te-43	Dolichocephaly	9	22	28747
0	QALD2_te-43	United_Schutzhund_Clubs_of_America	4	1	986
2	QALD2_te-43	German_Shepherd	102	635	687605
0	QALD2_te-43	Slovak_Cuvac	34	19	13486
0	QALD2_te-43	Dog_fighting	107	126	105211
0	QALD2_te-43	Taiwan_Dog	64	14	14154
0	QALD2_te-43	Argentine_Pila_Dog	15	3	11230
0	QALD2_te-43	Giant_dog_breed	61	8	97098
0	QALD2_te-43	The_German_Shepherd_Dog_in_Word_and_Picture	5	1	1355
0	QALD2_te-43	Vizsla	52	45	154917
0	QALD2_te-43	Tahltan_Bear_Dog	11	7	14892
0	QALD2_te-43	Old_German_Herding_Dogs	27	6	8062
0	QALD2_te-43	Lupo_Italiano	11	2	9659
0	QALD2_te-43	Alaunt	47	10	35146
0	QALD2_te-43	Airedale_Terrier	99	91	206857
0	QALD2_te-43	Labrador_Husky	15	6	48304
0	QALD2_te-43	List_of_police_dog_breeds	42	2	66605
0	QALD2_te-43	FCI_Sheepdogs_and_Cattle_Dogs_Group	63	12	3096
0	QALD2_te-43	FCI_Pinscher_and_Schnauzer,_Molossoid_and_Swiss_Mountain_Dog_Group	70	14	4261
2	QALD2_te-43	Shiloh_Shepherd_Dog	37	15	35935
0	QALD2_te-43	List_of_dog_breeds_recognized_by_the_Canadian_Kennel_Club	204	5	8834
2	QALD2_te-43	Dutch_Shepherd_Dog	28	25	58379
0	QALD2_te-43	Utility_Group	84	26	6958
0	QALD2_te-43	Corneal_dystrophies_in_dogs	43	11	4124
0	QALD2_te-43	Pastoral_Group	44	16	5774
0	QALD2_te-43	Purebred_dog	61	56	46205
0	QALD2_te-43	Dog_breed	83	503	163650
0	QALD2_te-43	Pomeranian_(dog)	77	117	325194
0	QALD2_te-43	Herding_dog	130	197	76817
0	QALD2_te-43	Welsh_Hillman	12	1	2845
0	QALD2_te-43	German_Spaniel	27	11	13225
0	QALD2_te-43	Australian_Shepherd	78	83	258101
0	QALD2_te-43	Schutzhund	42	37	55118
0	QALD2_te-43	Schnauzer	30	55	115301
0	QALD2_te-43	Doberman_Pinscher	77	236	384914
0	QALD2_te-43	Collie	101	126	109712
0	QALD2_te-43	Moscow_Water_Dog	23	8	13012
0	QALD2_te-43	Korean_Jindo	45	38	46946
0	QALD2_te-43	Working_dog	68	129	52158
0	QALD2_te-43	Akita_(dog)	112	112	338030
0	QALD2_te-43	Saarloos_wolfdog	13	20	31229
0	QALD2_te-43	Hypertrophic_osteodystrophy	37	5	9509
0	QALD2_te-43	Polish_Tatra_Sheepdog	33	26	21630
0	QALD2_te-43	Laekenois_(Belgian_Shepherd_Dog)	27	22	5838
0	QALD2_te-43	Guard_dog	102	144	81382
0	QALD2_te-43	Czechoslovakian_Wolfdog	34	19	93901
0	QALD2_te-43	Malinois_(Belgian_Shepherd_Dog)	62	56	194979
0	QALD2_te-43	Hovawart	35	12	37674
0	QALD2_te-43	List_of_dog_breeds	1105	64	432940
0	QALD2_te-43	Foundation_Stock_Service_Program	140	28	2486
0	QALD2_te-43	Northern_Inuit_Dog	29	12	71175
0	QALD2_te-43	Cardigan_Welsh_Corgi	32	38	70146
0	QALD2_te-43	Shōnen_to_Inu	17	8	233
0	QALD2_te-43	List_of_dog_crossbreeds	124	53	40547
0	QALD2_te-43	Combai	14	8	24409
0	QALD2_te-43	Working_Group_(dogs)	112	41	23536
0	QALD2_te-43	Perro_de_Presa_Mallorquin	39	22	10389
0	QALD2_te-43	Breed_group_(dog)	77	43	11188
0	QALD2_te-43	Aidi	28	16	21329
0	QALD2_te-43	Scotch_Collie	75	25	36132
0	QALD2_te-43	German_Spitz	25	28	71018
0	QALD2_te-43	Tamaskan_Dog	40	16	90994
0	QALD2_te-43	Dog_crossbreed	58	109	30330
0	QALD2_te-43	Animal_Research_Foundation	4	4	507
0	QALD2_te-43	List_of_dog_breeds_recognized_by_the_American_Kennel_Club	206	4	16231
0	QALD2_te-43	List_of_most_popular_dog_breeds	69	1	78989
0	QALD2_te-43	Bullenbeisser	33	9	49085
0	QALD2_te-43	Giant_Schnauzer	84	41	107476
0	QALD2_te-43	Breed_All_About_It	96	7	2142
0	QALD2_te-43	Dogs_101	166	19	20368
0	QALD2_te-43	Belgian_Shepherd	43	37	78023
0	QALD2_te-43	Ovtcharka	17	0	926
0	QALD2_te-43	New_Skete	45	12	7207
0	QALD2_te-43	Kunming_wolfdog	21	9	13949
0	QALD2_te-43	Tervuren_(Belgian_Shepherd_Dog)	37	39	19214
0	QALD2_te-43	Groenendael_(Belgian_Shepherd_Dog)	25	21	17449
0	QALD2_te-43	Fatal_dog_attacks_in_the_United_States	267	21	106325
0	QALD2_te-43	German_Shorthaired_Pointer	38	68	139975
0	QALD2_te-43	List_of_Molosser_breeds	76	8	29858
0	QALD2_te-43	List_of_dog_breeds_recognized_by_the_FCI	373	2	6572
0	QALD2_te-43	Chinook_(dog)	41	22	32727
0	QALD2_te-43	Molosser	172	92	152073
0	QALD2_te-43	Fila_Brasileiro	27	24	71625
0	QALD2_te-43	Miniature_Australian_Shepherd	27	8	83874
0	QALD2_te-43	Old_German_Shepherd_Dog	14	5	17506
0	QALD2_te-43	American_Rare_Breed_Association	184	24	6067
2	QALD2_te-43	Berger_Blanc_Suisse	22	12	34749
2	QALD2_te-43	White_Shepherd	25	29	78737
0	QALD2_te-43	Caucasian_Shepherd_Dog	46	56	294579
0	QALD2_te-43	Catahoula_Cur	71	53	153653
0	QALD2_te-43	Breed-specific_legislation	222	33	49856
0	QALD2_te-43	East-European_Shepherd	10	7	15516
0	QALD2_te-43	Service_dog	48	64	84825
0	QALD2_te-43	Herding_Group	75	22	11130
0	QALD2_te-44	Elsfleth	13	26	2051
0	QALD2_te-44	Kahn_process_networks	28	14	8310
0	QALD2_te-44	Wind_River_Canyon	22	6	4552
0	QALD2_te-44	Sir_Winston_Churchill_Avenue	15	3	604
0	QALD2_te-44	Open_border	52	36	40621
0	QALD2_te-44	Lake_Lewis	31	8	2472
0	QALD2_te-44	Extertal	12	11	1621
0	QALD2_te-44	Air_flow_meter	30	19	30273
0	QALD2_te-44	Hemopump	11	0	972
0	QALD2_te-44	Spray_tower	36	17	10431
0	QALD2_te-44	Field-tube_boiler	24	80	2728
0	QALD2_te-44	Mass_flow_meter	19	21	68378
0	QALD2_te-44	Wormhole_switching	21	12	7510
0	QALD2_te-44	Sting_(fixture)	11	4	1963
0	QALD2_te-44	Amon_Creek	51	6	799
0	QALD2_te-44	Tricuspid_atresia	28	20	24219
0	QALD2_te-44	Effects_of_Mach_number_and_shock_losses_in_turbomachines	28	7	3183
0	QALD2_te-44	Vapor_cone	23	4	43909
0	QALD2_te-44	Cyclonic_separation	39	71	89624
0	QALD2_te-44	Mamelon_(volcanology)	10	7	2561
0	QALD2_te-44	East_Australian_Current	19	19	21674
0	QALD2_te-44	Terminal_(electronics)	8	37	25972
0	QALD2_te-44	Storage_bottleneck	7	2	797
0	QALD2_te-44	Vehkajärvi	25	9	79
0	QALD2_te-44	Vinalopó	48	24	719
0	QALD2_te-44	Colma_Creek	19	7	965
0	QALD2_te-44	Chilled_beam	30	8	25149
0	QALD2_te-44	Catholic_University_of_Mechelen	17	18	719
0	QALD2_te-44	Heraldic_fraud	12	5	959
0	QALD2_te-44	Uiwang	32	53	4443
0	QALD2_te-44	QUICK_scheme	28	3	6007
0	QALD2_te-44	Pulse_drip_irrigation	16	3	2047
0	QALD2_te-44	Anabatic_wind	22	17	12600
0	QALD2_te-44	Optical_IP_Switching	8	4	2789
0	QALD2_te-44	Active_audience_theory	10	2	13146
0	QALD2_te-44	Laser_diffraction_analysis	30	2	16726
0	QALD2_te-44	Lummi_River	7	3	501
0	QALD2_te-44	Diamphotoxin	28	4	2249
0	QALD2_te-44	Vadose_zone	28	65	25761
0	QALD2_te-44	Steady_state_(chemistry)	25	49	39175
0	QALD2_te-44	Thermal_neutral_zone	10	12	17626
0	QALD2_te-44	Ponnaiyar_River	24	56	9122
0	QALD2_te-44	Vertical_banded_gastroplasty_surgery	17	15	18611
0	QALD2_te-44	Baoquanling	3	1	270
0	QALD2_te-44	Tonguing	20	27	10126
0	QALD2_te-44	Lachine_Rapids	32	39	8429
0	QALD2_te-44	Great_Alamance_Creek	19	12	1325
0	QALD2_te-44	Port_of_Galveston_(Immigration)	6	0	834
0	QALD2_te-44	Ultrafiltration_(industrial)	29	1	7663
0	QALD2_te-44	Inks_Dam	20	7	1526
0	QALD2_te-44	Watermelon_Creek	6	2	256
0	QALD2_te-44	Agent_(grammar)	24	103	25140
0	QALD2_te-44	Gate_valve	25	35	114816
0	QALD2_te-44	Valve_of_inferior_vena_cava	6	11	15376
0	QALD2_te-44	Partnership_taxation_in_the_United_States	28	11	23603
0	QALD2_te-44	Boschniakia_rossica	24	6	2533
0	QALD2_te-44	Jaigaon	24	21	9944
0	QALD2_te-44	Khadavli	7	3	2473
0	QALD2_te-44	Children's_Heart_Foundation	10	1	503
0	QALD2_te-44	Circular_flow_land_use_management	8	6	2023
0	QALD2_te-44	Aquifer_test	34	20	23541
0	QALD2_te-44	Hase	39	47	3469
0	QALD2_te-44	Phosphorus_cycle	44	25	109887
0	QALD2_te-44	Transaction_Workflow_Innovation_Standards_Team	17	5	1403
0	QALD2_te-44	Weser_Depression	57	7	595
0	QALD2_te-44	Mura_(Japanese_term)	14	19	32781
0	QALD2_te-44	Ray_(optics)	52	176	47063
0	QALD2_te-44	List_of_rivers_of_Germany	492	14	33472
0	QALD2_te-44	E11_European_long_distance_path	276	18	8317
0	QALD2_te-44	Spot_reduction	12	9	18457
0	QALD2_te-44	Tri-tet_oscillator	18	2	2545
0	QALD2_te-44	Valser_Rhine	18	7	917
0	QALD2_te-44	Lavkushnagar	18	10	1599
0	QALD2_te-44	Donner_und_Blitzen_River	23	25	4166
0	QALD2_te-44	Geeste_(river)	28	17	575
0	QALD2_te-44	Lake_Michigan–Huron	45	25	12326
0	QALD2_te-44	Anthroposystem	28	1	912
0	QALD2_te-44	Sheyenne_River	37	45	4167
0	QALD2_te-44	Tamarack,_An_Institute_for_Community_Engagement	3	1	302
0	QALD2_te-44	Pavlohrad	49	57	6554
0	QALD2_te-44	Musconetcong_River	40	63	4269
0	QALD2_te-44	Qamanirjuaq_Lake	37	11	962
0	QALD2_te-44	Data_flow_diagram	37	70	293942
0	QALD2_te-44	Fuse_(hydraulic)	17	12	7455
0	QALD2_te-44	Bjelopavlići_plain	10	27	588
0	QALD2_te-44	Possum_belly	12	1	1943
0	QALD2_te-44	Ocean_floor_disposal	15	3	3729
0	QALD2_te-44	Newell–Daganzo_merge_model	9	3	283
0	QALD2_te-44	River_Calder,_West_Yorkshire	83	123	19997
0	QALD2_te-44	Artynia	14	1	500
0	QALD2_te-44	Amper	15	34	6645
0	QALD2_te-44	Isojärvi_(Satakunta)	15	4	181
0	QALD2_te-44	Todd_River	28	23	6759
0	QALD2_te-44	Right_ventricular_hypertrophy	15	23	38541
0	QALD2_te-44	A1_(Croatia)	283	153	13308
0	QALD2_te-44	Ravenden,_Arkansas	31	14	1527
0	QALD2_te-44	Extraordinary_magnetoresistance	8	5	1805
0	QALD2_te-44	Westburn_Park	6	5	1009
2	QALD2_te-44	Weser	82	736	20737
0	QALD2_te-44	Laurel_Run_(West_Branch_Fishing_Creek)	35	5	385
0	QALD2_te-45	Axtbach	4	4	334
0	QALD2_te-45	Reiherbach_(Lutter)	4	2	187
0	QALD2_te-45	Alaunbach	4	1	298
0	QALD2_te-45	Lohmühlenbach	4	2	30
0	QALD2_te-45	Galkhauser_Bach	4	1	304
0	QALD2_te-45	Günse	4	2	31
0	QALD2_te-45	Angerbach_(Rhein)	4	1	297
0	QALD2_te-45	Arpe_(Wenne,_Berge)	4	2	252
0	QALD2_te-45	Wiebelsaat	4	1	173
0	QALD2_te-45	Ossenbeck	4	1	374
0	QALD2_te-45	Kleinebach	4	3	356
0	QALD2_te-45	Roßsiefenbach	4	2	60
0	QALD2_te-45	Scheebach	4	1	197
0	QALD2_te-45	Compbach	4	1	218
0	QALD2_te-45	Kanal_III3b	5	1	294
0	QALD2_te-45	Werfener_Bach	4	4	224
0	QALD2_te-45	Vlattener_Bach	5	1	311
0	QALD2_te-45	Steinbeke	4	2	250
0	QALD2_te-45	Große_Dumecke	4	2	34
0	QALD2_te-45	Kreuzbach_(Erlenbach)	4	1	266
0	QALD2_te-45	Butterbach	4	1	206
0	QALD2_te-45	Knöselbach	4	3	58
0	QALD2_te-45	Bocholter_Aa	10	2	339
0	QALD2_te-45	Wapelbach	4	3	258
0	QALD2_te-45	Trüfte	5	2	52
0	QALD2_te-45	Glanerbeek	5	1	347
0	QALD2_te-45	Otterbach_(Inde)	5	1	160
0	QALD2_te-45	Hover_Bach	4	1	203
0	QALD2_te-45	Lüntenbeck	4	2	65
0	QALD2_te-45	Werschbach	4	1	341
0	QALD2_te-45	Mersbach	4	1	265
0	QALD2_te-45	Schmelzbach	4	1	287
0	QALD2_te-45	Kühlbach	5	2	45
0	QALD2_te-45	Quamecke	4	1	294
0	QALD2_te-45	Wiembecke	4	3	322
0	QALD2_te-45	Halstenbach_(Agger)	4	1	172
0	QALD2_te-45	Afte	5	4	1361
0	QALD2_te-45	Grevelingen	24	24	2467
0	QALD2_te-45	Crestasee	18	15	913
0	QALD2_te-45	Quirrenbach_(Pleisbach)	4	1	235
0	QALD2_te-45	Vorthgraben	4	1	222
0	QALD2_te-45	Spreeler_Bach	4	1	401
0	QALD2_te-45	Strangbach	4	2	336
0	QALD2_te-45	Rheindorfer_Bach	4	1	259
0	QALD2_te-45	Ellerbrockgraben	4	2	207
0	QALD2_te-45	Wimberbach	4	1	294
0	QALD2_te-45	Lötzelbach	4	2	83
0	QALD2_te-45	Riedenbach	4	1	158
0	QALD2_te-45	Westbach	5	1	197
0	QALD2_te-45	Frischhofsbach	4	1	192
0	QALD2_te-45	Ahse	4	2	502
0	QALD2_te-45	Strülleken	4	2	49
0	QALD2_te-45	Bever_(Wupper)	4	2	448
0	QALD2_te-45	Landerbach	4	2	366
0	QALD2_te-45	Springebach	4	1	287
0	QALD2_te-45	Fischertaler_Bach	4	1	219
0	QALD2_te-45	Steinhauserbergbach	4	1	183
0	QALD2_te-45	Villiper_Bach	4	1	161
0	QALD2_te-45	Wiggenbach	4	1	168
0	QALD2_te-45	Ihne	4	4	347
0	QALD2_te-45	Niese_(Emmer)	4	3	262
0	QALD2_te-45	Grenzbach_(Darmühlenbach)	4	2	24
0	QALD2_te-45	Ickbach	4	1	286
0	QALD2_te-45	Wiembach	4	1	224
0	QALD2_te-45	Schwarzwasserbach_(Ems)	4	2	220
0	QALD2_te-45	Poggenbach	4	2	184
0	QALD2_te-45	Werthenbach_(Sieg)	5	1	215
0	QALD2_te-45	Bigge_(river)	4	2	291
0	QALD2_te-45	Alte_Issel	4	1	483
0	QALD2_te-45	Urban_agglomeration	32	409	94152
0	QALD2_te-45	Hormecke	4	1	170
0	QALD2_te-45	Meckelbach	4	1	306
0	QALD2_te-45	Sunderbach_(Trüggelbach)	4	2	16
0	QALD2_te-45	Rethlager_Bach	4	2	206
0	QALD2_te-45	Fossa_Corbulonis	14	7	1051
0	QALD2_te-45	Eipbach	4	1	517
0	QALD2_te-45	Beke_(Lippe)	4	2	189
0	QALD2_te-45	Ellebach	5	2	323
0	QALD2_te-45	Salze_(Bega)	4	3	173
0	QALD2_te-45	Wehebach	5	1	307
0	QALD2_te-45	Krollbach	4	2	405
0	QALD2_te-45	Ösper	4	3	80
0	QALD2_te-45	Ferndorfbach	5	4	288
0	QALD2_te-45	Grüner_Bach	4	2	22
0	QALD2_te-45	Wiehl_(Agger)	4	3	217
0	QALD2_te-45	Horbacher_Bach	4	1	241
0	QALD2_te-45	Rotbach_(Rhine)	4	2	222
0	QALD2_te-45	Brabecke_(Valme)	4	1	275
0	QALD2_te-45	Rhine-Ruhr	223	98	93027
0	QALD2_te-45	Rospebach	4	1	262
0	QALD2_te-45	Florabach	4	1	213
0	QALD2_te-45	Olligsbach	4	1	216
0	QALD2_te-45	Hagerbeck	4	1	293
0	QALD2_te-45	Schwarzbach_(Wupper)	4	1	189
0	QALD2_te-45	Göttchesbach	4	2	131
0	QALD2_te-45	Waldbrölbach	4	2	12
0	QALD2_te-45	Katzenbach_(Werre)	4	1	219
0	QALD2_te-45	Krampsbach	4	2	169
0	QALD2_te-45	Hahnenbach_(Boye)	5	1	161
0	QALD2_te-45	Repe	4	2	579
0	QALD2_te-51	Miss_Universe_Nederland_2005	26	0	287
0	QALD2_te-51	Ameland_Airport	21	8	2948
0	QALD2_te-51	Rederij_Doeksen	8	3	721
0	QALD2_te-51	Nes,_Ameland	11	15	971
0	QALD2_te-51	North_Frisian_Barrier_Island	31	6	3521
0	QALD2_te-51	Koffiemolen,_Formerum	22	3	708
2	QALD2_te-51	Frisian_Islands	117	85	27073
0	QALD2_te-51	Rottum_(island_group)	17	7	682
0	QALD2_te-51	Frisian_American	62	3	2509
0	QALD2_te-51	Dunes_of_Texel_National_Park	90	9	2454
0	QALD2_te-51	Frisia	154	371	89086
0	QALD2_te-51	German_Bight	24	117	16813
0	QALD2_te-51	Rottumerplaat	34	15	3080
2	QALD2_te-51	Zuiderduintjes	34	9	1551
0	QALD2_te-51	North_Frisians	22	8	1142
0	QALD2_te-51	St._Peter's_Flood	57	12	1348
0	QALD2_te-51	Oerol_Festival	9	11	1732
0	QALD2_te-51	Friesian_Clove	10	3	2584
0	QALD2_te-51	Lighthouses_in_Friesland	25	0	461
0	QALD2_te-51	Wadden_Sea	107	303	52043
0	QALD2_te-51	Borkum	43	160	17054
0	QALD2_te-51	West_Frisian_Islands	31	59	7865
0	QALD2_te-51	Noorderhaaks	20	6	3538
